row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain,dataset_name
10,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['a', 'program', 'that', 'stimulates', 'the', 'behavior', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",5.0,5,science,texas
11,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['a', 'program', 'that', 'simulates', 'the', 'behavior', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",5.0,5,science,texas
12,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['to', 'lay', 'out', 'the', 'basic', 'and', 'give', 'you', 'a', 'starting', 'point', 'in', 'the', 'actual', 'problem', 'solving']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",2.0,5,science,texas
13,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['to', 'simulate', 'problem', 'solving', 'for', 'part', 'of', 'the', 'problem']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",4.5,5,science,texas
14,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['a', 'prototype', 'program', 'provides', 'a', 'basic', 'groundwork', 'from', 'which', 'to', 'further', 'enhance', 'and', 'improve', 'a', 'solution', 'to', 'a', 'problem']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",2.0,5,science,texas
15,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['a', 'prototype', 'program', 'is', 'a', 'part', 'of', 'the', 'specification', 'phase', 'of', 'software', 'problem', 'solving', 'it', 'employed', 'to', 'illustrate', 'how', 'the', 'key', 'problem', 'or', 'problem', 'will', 'be', 'solved', 'in', 'a', 'program', 'and', 'sometimes', 'serf', 'a', 'a', 'base', 'program', 'to', 'expand', 'upon']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",4.5,5,science,texas
16,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['program', 'that', 'simulates', 'the', 'behavior', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",5.0,5,science,texas
17,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['it', 'provides', 'a', 'limited', 'proof', 'of', 'concept', 'to', 'verify', 'with', 'the', 'client', 'before', 'actually', 'programming', 'the', 'whole', 'application']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",2.0,5,science,texas
18,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['it', 'test', 'the', 'main', 'function', 'of', 'the', 'program', 'while', 'leaving', 'out', 'the', 'finer', 'detail']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",2.0,5,science,texas
19,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['to', 'get', 'early', 'feedback', 'from', 'user', 'in', 'early', 'stage', 'of', 'development', 'to', 'show', 'user', 'a', 'first', 'idea', 'of', 'what', 'the', 'program', 'will', 'look', 'like', 'to', 'make', 'sure', 'the', 'program', 'will', 'meet', 'requirement', 'before', 'intense', 'programming', 'begin']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",2.5,5,science,texas
20,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['it', 'simulates', 'the', 'behavior', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",5.0,5,science,texas
21,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['it', 'simulates', 'the', 'behavior', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",5.0,5,science,texas
22,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['a', 'prototype', 'program', 'is', 'used', 'in', 'problem', 'solving', 'to', 'collect', 'data', 'for', 'the', 'problem']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",1.5,5,science,texas
23,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['to', 'ease', 'the', 'understanding', 'of', 'problem', 'under', 'discussion', 'and', 'to', 'ease', 'the', 'understanding', 'of', 'the', 'program', 'itself']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",2.5,5,science,texas
24,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['it', 'simulates', 'the', 'behavior', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",5.0,5,science,texas
25,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['the', 'role', 'of', 'a', 'prototype', 'program', 'is', 'to', 'help', 'spot', 'key', 'problem', 'that', 'may', 'arise', 'during', 'the', 'actual', 'programing']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",2.0,5,science,texas
26,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['the', 'prototype', 'program', 'give', 'a', 'general', 'idea', 'of', 'what', 'the', 'end', 'product', 'will', 'do', 'without', 'the', 'time', 'and', 'effort', 'to', 'write', 'out', 'the', 'entire', 'program']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",3.0,5,science,texas
27,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['to', 'show', 'that', 'a', 'certain', 'part', 'of', 'the', 'program', 'work', 'a', 'it', 'is', 'supposed', 'to']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",3.0,5,science,texas
28,"['what', 'is', 'the', 'role', 'of', 'a', 'prototype', 'program', 'in', 'problem', 'solving']",131,"['prototype', 'programming', 'is', 'an', 'approach', 'to', 'programming', 'that', 'enables', 'one', 'to', 'take', 'an', 'organized', 'approach', 'to', 'developing', 'an', 'effective', 'program', 'with', 'minimal', 'error', 'and', 'a', 'strategic', 'pattern', 'when', 'solving', 'a', 'problem', 'ie', 'book', 'gave', 'an', 'example', 'of', 'a', 'costumer', 'withdrawing', 'money', 'from', 'a', 'bank', 'the', 'approach', 'that', 'wa', 'taking', 'on', 'a', 'pseudo', 'code', 'level', 'during', 'the', 'ooadesign', 'lil', 'before', 'proceeding', 'into', 'creating', 'a', 'solution']","['to', 'simulate', 'the', 'behaviour', 'of', 'portion', 'of', 'the', 'desired', 'software', 'product']",2.5,5,science,texas
29,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['refining', 'and', 'possibly', 'the', 'design', 'if', 'the', 'testing', 'phase', 'reveals', 'problem', 'in', 'the', 'design', 'production', 'can', 'be', 'affected', 'if', 'the', 'program', 'is', 'unworkable', 'in', 'it', 'current', 'form', 'which', 'will', 'lead', 'to', 'a', 'later', 'production', 'time', 'than', 'originally', 'estimated', 'also', 'affect', 'coding', 'because', 'after', 'testing', 'you', 'may', 'need', 'to', 'rewrite', 'the', 'code', 'for', 'the', 'program', 'to', 'remove', 'error']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",3.5,5,science,texas
30,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['the', 'implementation', 'phase', 'and', 'the', 'maintenance', 'phase', 'are', 'effected']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",4.0,5,science,texas
31,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['verification', 'coding', 'refining', 'the', 'solution', 'and', 'maintenance', 'are', 'all', 'influenced', 'by', 'the', 'testing', 'stage']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",4.5,5,science,texas
32,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['in', 'up', 'the', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage', 'is', 'elaboration', 'phase', 'refined', 'project', 'vision', 'operative', 'development', 'of', 'core', 'system', 'development', 'of', 'system', 'requirement', 'more', 'accurate', 'time', 'and', 'cost', 'estimate', 'construction', 'phase', 'operative', 'development', 'of', 'remaining', 'system', 'transition', 'phasetesting', 'and', 'deployment', 'of', 'the', 'system']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",3.0,5,science,texas
33,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['refining', 'the', 'solution', 'production', 'and', 'maintenance', 'are', 'all', 'influenced', 'by', 'the', 'testing', 'stage']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",3.0,5,science,texas
34,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['elaboration', 'construction', 'and', 'transition', 'are', 'all', 'affected', 'by', 'testing']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",2.0,5,science,texas
35,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['refining', 'production', 'maintenance']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",3.5,5,science,texas
36,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['refining', 'the', 'solution']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",4.0,5,science,texas
37,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,['name'],"['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",2.0,5,science,texas
38,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['refining', 'and', 'coding']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",5.0,5,science,texas
39,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['the', 'second', 'half', 'of', 'the', 'elaboration', 'phase', 'construction', 'phase', 'and', 'the', 'transition', 'phase']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",2.5,5,science,texas
40,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['the', 'refining', 'step', 'the', 'production', 'step', 'and', 'the', 'maintenance', 'stage']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",3.5,5,science,texas
41,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['elaboration', 'construction', 'transition']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",2.0,5,science,texas
42,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,['refining'],"['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",3.0,5,science,texas
43,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['the', 'testing', 'stage', 'ha', 'a', 'direct', 'influence', 'on', 'the', 'final', 'version', 'of', 'a', 'program', 'being', 'a', 'it', 'is', 'the', 'debugging', 'and', 'finalization', 'of', 'a', 'software', 'revision']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",1.5,5,science,texas
44,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['directly', 'refining', 'coding', 'because', 'refining', 'is', 'right', 'before', 'the', 'testing', 'phase', 'and', 'coding', 'is', 'right', 'after', 'the', 'testing', 'phase', 'indirectly', 'production', 'maintenance', 'because', 'refining', 'occurs', 'before', 'these', 'last', 'two', 'stage', 'in', 'the', 'software', 'life', 'cycle']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",5.0,5,science,texas
45,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['testing', 'refining', 'production', 'and', 'maintenance']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",3.5,5,science,texas
46,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['depending', 'on', 'how', 'the', 'work', 'is', 'done', 'testing', 'is', 'spread', 'throughout', 'the', 'process', 'a', 'to', 'prevent', 'error', 'from', 'showing', 'up', 'later', 'on', 'due', 'to', 'lack', 'of', 'foresight']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",1.5,5,science,texas
47,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['elaboration', 'construction', 'and', 'transition']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",2.5,5,science,texas
48,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['all', 'stage', 'are', 'influenced', 'except', 'setting', 'the', 'program', 'requirement', 'if', 'a', 'test', 'fails', 'it', 'can', 'change', 'the', 'whole', 'design', 'implementation', 'etc', 'of', 'a', 'program', 'a', 'well', 'a', 'the', 'final', 'outcome']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",1.5,5,science,texas
49,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['refining', 'production', 'and', 'maintenance']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",3.0,5,science,texas
50,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['coding', 'and', 'refining']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",5.0,5,science,texas
51,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['refining', 'production', 'maintenance']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",3.5,5,science,texas
52,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['removing', 'logical', 'error', 'testing', 'for', 'valid', 'data', 'random', 'data', 'and', 'actual', 'data']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",1.0,5,science,texas
53,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['1', 'specification', '2', 'design', '3', 'risk', 'analysis', '4', 'verification', '5', 'coding', '6', 'testing', '7', 'refining', '8', 'production', '9', 'maintenance']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",2.5,5,science,texas
54,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['refining', 'stage', 'production', 'stage', 'and', 'maintenance', 'stage']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",3.5,5,science,texas
55,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['testing', 'could', 'affect', 'all', 'part', 'of', 'the', 'life', 'cycle', 'it', 'could', 'make', 'you', 'go', 'back', 'to', 'specification', 'if', 'it', 'doe', 'not', 'test', 'well']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",2.0,5,science,texas
56,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,['coding'],"['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",3.0,5,science,texas
57,"['what', 'stage', 'in', 'the', 'software', 'life', 'cycle', 'are', 'influenced', 'by', 'the', 'testing', 'stage']",132,"['the', 'individual', 'component', 'and', 'step', 'such', 'a', 'analysis', 'design', 'and', 'implementing', 'code', 'a', 'well', 'a', 'the', 'entire', 'system', 'are', 'tested', 'for', 'execution', 'of', 'the', 'requirement', 'identified', 'during', 'the', 'analysis', 'stage', 'ie', 'main', 'output']","['the', 'testing', 'stage', 'can', 'influence', 'both', 'the', 'coding', 'stage', 'phase', '5', 'and', 'the', 'solution', 'refinement', 'stage', 'phase', '7']",1.5,5,science,texas
58,"['what', 'are', 'the', 'main', 'advantage', 'associated', 'with', 'objectoriented', 'programming']",133,"['modularability', 'the', 'ability', 'to', 'reuse', 'part', 'of', 'the', 'program', 'later', 'in', 'another', 'program', 'sometimes', 'with', 'completely', 'different', 'goal', 'for', 'the', 'program', 'also', 'it', 'make', 'it', 'easier', 'to', 'debug', 'code', 'by', 'dividing', 'up', 'the', 'code', 'into', 'class', 'that', 'each', 'do', 'a', 'specific', 'job', 'and', 'when', 'the', 'program', 'fails', 'at', 'one', 'job', 'you', 'only', 'have', 'one', 'class', 'to', 'debug', 'good', 'for', 'security', 'purpose', 'because', 'it', 'allows', 'you', 'to', 'let', 'someone', 'use', 'a', 'program', 'which', 'sort', 'list', 'without', 'having', 'to', 'give', 'them', 'access', 'to', 'the', 'source', 'code', 'also', 'allows', 'you', 'to', 'use', 'inheritance', 'and', 'polymorphic']","['abstraction', 'and', 'reliability']",4.5,5,science,texas
59,"['what', 'are', 'the', 'main', 'advantage', 'associated', 'with', 'objectoriented', 'programming']",133,"['this', 'type', 'of', 'programming', 'is', 'more', 'flexible', 'making', 'it', 'easier', 'to', 'add', 'and', 'modify', 'the', 'program', 'it', 'is', 'also', 'a', 'type', 'of', 'a', 'fail', 'safe', 'program', 'you', 'check', 'each', 'individual', 'module', 'this', 'eliminates', 'redundant', 'code', 'and', 'make', 'the', 'program', 'easier', 'to', 'read', 'for', 'other', 'programmer', 'when', 'debugging', 'the', 'program', 'it', 'is', 'easier', 'to', 'track', 'down', 'the', 'source', 'of', 'a', 'problem', 'within', 'a', 'module', 'rather', 'than', 'a', '2', 'million', 'line', 'program']","['abstraction', 'and', 'reliability']",5.0,5,science,texas
60,"['what', 'are', 'the', 'main', 'advantage', 'associated', 'with', 'objectoriented', 'programming']",133,"['the', 'main', 'advantage', 'to', 'objectoriented', 'programming', 'are', 'that', 'existing', 'class', 'can', 'be', 'reused', 'and', 'program', 'maintenance', 'and', 'verification', 'are', 'easier']","['abstraction', 'and', 'reliability']",3.5,5,science,texas
61,"['what', 'are', 'the', 'main', 'advantage', 'associated', 'with', 'objectoriented', 'programming']",133,"['the', 'advantage', 'is', 'that', 'oop', 'allows', 'u', 'to', 'build', 'class', 'of', 'object', 'three', 'principle', 'that', 'make', 'up', 'oop', 'are', 'encapsulation', 'object', 'combine', 'data', 'and', 'operation', 'inheritance', 'class', 'can', 'inherit', 'property', 'from', 'other', 'class', 'polymorphic', 'object', 'can', 'determine', 'appropriate', 'operation', 'at', 'execution', 'time']","['abstraction', 'and', 'reliability']",2.5,5,science,texas
