row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain,dataset_name,normalized_points
10977,,216,"['mana', 'brings', 'protein', 'another', 'place', 'cell', 'via', 'gold', 'apperatusan', 'amino', 'acid', 'form', 'proteinthe', 'protein', 'begin', 'form', 'smooth', 'ectoplasmic', 'reticliumthe', 'protein', 'refined', 'rough', 'ectoplasmic', 'reticlium']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10978,,216,"['mana', 'leaf', 'nucleus', 'enters', 'cytoplasm', 'proceeds', 'er']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",1.0,3.0,biology,ASAP_sas,0.3333333333333333
10979,,216,"['1', 'mana', 'leaf', 'nucleus', 'mana', 'transport', 'reticulum3', 'mana', 'hook', 'onto', 'dna', 'mana', 'transported', 'tuna', 'back', 'nucleus']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",1.0,3.0,biology,ASAP_sas,0.3333333333333333
10980,,216,"['anaphase', 'metaphasic', 'propose', 'telophase']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10981,,216,"['four', 'major', 'step', 'involved', 'protein', 'synthesis', 'follows', 'mana', 'enters', 'ribosome', 'tuna', 'delivers', 'amino', 'acid', 'ribosome', 'mana', 'colon', 'match', 'tuna', 'anticodon', 'also', 'amino', 'acid', 'joined', 'condensation', 'reaction', 'process', 'repeated', 'stop', 'code', 'reached']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",3.0,3.0,biology,ASAP_sas,1.0
10982,,216,"['mana', 'sends', 'message', 'ribosome', 'send', 'anticodons2', 'anticodons', 'place', 'matching', 'portion', 'mana', 'strand', 'ribosome', 'begin', 'create', 'protein', 'opposite', 'ran', 'strand', 'original', 'mana', 'created']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",1.0,3.0,biology,ASAP_sas,0.3333333333333333
10983,,216,"['propose', 'metaphasic', 'anaphase', 'telophase']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10984,,216,"['sends', 'instruction', 'amino', 'acid', 'sequence', 'protein']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10985,,216,"['mana', 'trace', 'cytoplasm', 'enters', 'ribosome', 'ribosome', 'decodes', 'amino', 'acid', 'mana', 'leaf', 'ribosome', 'ribosome', 'make', 'colon']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",1.0,3.0,biology,ASAP_sas,0.3333333333333333
10986,,216,"['mana', 'messenger', 'ran', 'send', 'message', 'throughout', 'cellrrna', 'ribosomal', 'ran', 'ribosome', 'make', 'protienstrna', 'transfer', 'ran', 'transfer', 'protein']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10987,,216,['ribsomesnucleusanaphasemoonchadrion'],"['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10988,,216,"['protein', 'synthesis', 'needed', 'body', 'protein', 'four', 'major', 'step', 'occurs', 'body', 'body', 'us', 'protein']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10989,,216,"['mana', 'leaf', 'nucleus', 'travel', 'cell', 'protein', 'started', 'made', 'end', 'mina', 'journey', 'protein', 'formed']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10990,,216,"['dna', 'begin', 'reproduce', 'mitosis', 'take', 'place', 'spring', 'present']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10991,,216,"['mana', 'exit', 'nucleus', 'enters', 'cytoplasm', 'cellribisome', 'produce', 'protein', 'according', 'direction', 'breathe', 'produced', 'protein', 'arranged', 'order', 'described', 'rather', 'protein', 'go', 'rough', 'ectoplasmic', 'reticular', 'modification']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10992,,216,"['mana', 'leaf', 'nucleus', 'fit', 'hole', 'virtue', 'singlestranded', 'mana', 'float', 'around', 'encounter', 'ribosome', 'ribosome', 'latch', 'mana', 'larger', 'portion', 'nesting', 'reading', 'three', 'nitrogenous', 'base', 'called', 'colon', 'time', 'ribosome', 'say', 'semistasis', 'tuna', 'proper', 'corresponding', 'nitrogenous', 'base', 'bump', 'tuna', 'held', 'ribosome', 'second', 'colon', 'read', 'second', 'tuna', 'bonded', 'ribosome', 'peptide', 'dehydration', 'synthesis', 'bond', 'form', 'two', 'amino', 'acid', 'initial', 'tuna', 'cut', 'loose', 'ribosome', 'move', 'mana', 'creating', 'protein', 'coded', 'strand', 'mana', 'translated', 'several', 'time']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",3.0,3.0,biology,ASAP_sas,1.0
10993,,216,"['1', 'mitosis', 'meiosis3', 'dna', 'extraction', 'blood', 'transfer']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10994,,216,"['1', 'mana', 'leaf', 'nucleus', 'dna', 'strand', 'ribosome', 'produce', 'protein', 'ribosome', 'carry', 'protein', 'rough', 'ectoplasmic', 'reticulum4', 'protein', 'synthesized']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10995,,216,"['mana', 'leaf', 'nucleus', 'make', 'another', 'kind', 'ran', 'transfer', 'information', 'part', 'cell', 'body', 'coon', 'messenger', 'ran', 'matched', 'coon', 'transfer', 'ran', 'transfer', 'ran', 'made', 'continue', 'job', 'transfer', 'na', 'copied', 'na', 'go', 'ribosome', 'give', 'message', 'make', 'protein']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",1.0,3.0,biology,ASAP_sas,0.3333333333333333
10996,,216,"['1', 'mana', 'attache', 'ribosome', 'begin', 'protein', 'synthesis', 'correct', 'amino', 'acid', 'attache', 'first', 'part', 'mana', 'site', 'aside', 'another', 'amino', 'acid', 'wait', 'ribosome', 'keep', 'moving', 'stop', 'colon', 'reached', 'stop']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",2.0,3.0,biology,ASAP_sas,0.6666666666666666
10997,,216,"['mana', 'leaf', 'cell', 'cell', 'make', 'protienmrna', 'brings', 'back', 'cell', 'us']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10998,,216,"['1', 'mana', 'leave', 'nucleus', 'find', 'chromosome', 'attach', 'go', 'coon', 'adding']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
10999,,216,"['first', 'major', 'step', 'involved', 'protein', 'synthesis', 'mana', 'leaving', 'nucleus', 'mana', 'leaf', 'nucleus', 'take', 'amino', 'acid', 'sequence', 'back', 'protein', 'result', 'second', 'major', 'step', 'passive', 'transport', 'passive', 'transport', 'brings', 'protein', 'cell', 'third', 'step', 'mitochondrion', 'making', 'way', 'help', 'cell', 'protein', 'synthesis', 'last', 'step', 'protein', 'making', 'way', 'back', 'suppose', 'go', 'resulting', 'protein', 'synthesis']","['first', 'mana', 'attache', 'ribosome', 'ribosome', 'read', 'mana', 'segment', 'three', 'called', 'coon', 'colon', 'complementary', 'amino', 'acid', 'secondly', 'tuna', 'pick', 'needed', 'amino', 'acid', 'brings', 'ribosome', 'third', 'amino', 'acid', 'attach', 'form', 'chain', 'amino', 'acid', 'according', 'way', 'coon', 'read', 'mana', 'strand', 'ribosome', 'chain', 'continues', 'form', 'ribosome', 'reach', 'stop', 'colon', 'mana', 'strand', 'lastly', 'ribosome', 'disconnect', 'mana', 'strand', 'protein', 'released', 'perform', 'job', 'cell']",0.0,3.0,biology,ASAP_sas,0.0
